6.0	43.5	49.0	30.0	65.0	18.0
0.8	19.8	50.0	20.0	40.0	49.0
1.5	18.5	70.0	20.0	70.0	13.0
2.5	24.5	70.0	23.0	90.0	10.0
3.0	27.0	75.0	25.0	90.0	12.0
4.0	32.0	100.0	27.0	130.0	14.0
2.5	26.3	85.0	25.0	87.0	13.0
3.5	30.8	80.0	25.0	90.0	11.0
4.5	35.3	85.0	25.0	80.0	12.0
5.5	39.8	125.0	30.0	130.0	17.0
6.5	44.3	120.0	25.0	120.0	25.0
7.5	48.8	110.0	25.0	110.0	23.0
8.5	53.3	100.0	25.0	95.0	22.0
9.5	57.8	100.0	25.0	95.0	22.0
10.5	62.3	85.0	25.0	80.0	23.0
0.5	7.5	70.0	30.0	70.0	10.0
1.5	12.5	75.0	40.0	85.0	10.0
2.5	17.5	80.0	45.0	95.0	10.0
3.5	22.5	65.0	25.0	100.0	17.0
5.5	32.5	70.0	35.0	80.0	15.0
8.0	45.0	55.0	30.0	75.0	18.0
3.5	29.5	48.0	20.0	85.0	7.0
4.5	34.5	49.0	20.0	80.0	8.0
6.0	42.0	35.0	20.0	37.0	9.5
7.5	49.5	30.0	20.0	52.0	10.0
3.0	31.0	80.0	27.0	60.0	30.0
4.0	37.0	100.0	30.0	110.0	30.0
5.0	43.0	55.0	25.0	65.0	20.0
6.0	49.0	32.0	22.0	70.0	20.0
7.0	55.0	35.0	25.0	50.0	18.0
8.0	61.0	55.0	25.0	65.0	25.0
9.0	67.0	60.0	25.0	75.0	30.0
10.0	50.0	105.0	25.0	100.0	18.0
16.0	80.0	90.0	25.0	85.0	28.0
20.0	100.0	90.0	25.0	75.0	28.0
1.0	16.0	60.0	35.0	50.0	47.0
1.5	20.5	85.0	25.0	80.0	20.0
3.5	32.5	80.0	25.0	85.0	24.0
4.5	37.5	75.0	25.0	75.0	21.0
5.5	42.5	70.0	25.0	80.0	20.0
6.5	47.5	49.9	25.0	65.0	20.0
7.5	52.5	44.0	25.0	60.0	21.0
10.0	42.0	85.0	25.0	85.0	16.0
12.0	52.0	75.0	25.0	80.0	17.0
14.6	65.0	100.0	25.0	85.0	24.0
1.0	17.0	85.0	30.0	60.0	45.0
2.0	25.0	100.0	25.0	90.0	23.0
4.0	35.0	100.0	25.0	110.0	20.0
6.0	45.0	80.0	25.0	110.0	28.0
8.0	55.0	80.0	30.0	110.0	23.0
10.0	65.0	70.0	25.0	80.0	27.0
12.0	79.0	60.0	23.0	75.0	28.0
14.0	93.0	52.0	23.0	70.0	33.0
18.0	121.0	60.0	23.0	60.0	40.0
20.0	135.0	50.0	23.0	60.0	43.0
24.0	163.0	60.0	25.0	50.0	51.0
4.0	39.0	75.0	27.0	70.0	35.0
5.0	45.0	80.0	25.0	75.0	33.0
6.0	51.0	70.0	25.0	70.0	31.0
7.0	57.0	75.0	24.0	75.0	31.0
8.0	64.0	55.0	23.0	65.0	33.0
11.0	85.0	60.0	24.0	55.0	42.0
12.0	92.0	46.0	23.0	55.0	45.0
4.0	21.0	80.0	27.0	110.0	19.0
5.0	25.0	75.0	27.0	100.0	17.0
6.0	29.0	75.0	27.0	100.0	23.0
7.0	33.0	75.0	27.0	100.0	23.0
8.0	37.0	80.0	25.0	85.0	25.0
9.0	42.0	75.0	25.0	80.0	27.0
10.0	47.0	75.0	27.0	85.0	28.0
11.0	52.0	70.0	25.0	80.0	30.0
12.0	57.0	70.0	25.0	80.0	31.0
13.0	62.0	65.0	25.0	75.0	32.0
1.5	33.0	70.0	27.0	70.0	75.0
2.5	40.0	52.0	27.0	40.0	37.0
3.0	43.5	55.0	27.0	40.0	24.0
3.5	47.0	60.0	25.0	70.0	18.0
4.0	50.5	47.0	27.0	62.0	16.0
4.5	54.0	40.0	25.0	60.0	17.0
5.0	57.5	35.0	28.0	45.0	13.0
5.5	61.0	32.0	25.0	42.0	14.0
6.0	64.5	35.0	27.0	50.0	22.0
6.5	68.0	51.0	25.0	55.0	21.0
7.0	71.5	35.0	25.0	60.0	35.0
7.5	75.0	31.0	26.0	50.0	42.0
8.0	78.5	37.0	32.0	40.0	37.0
3.0	23.0	35.0	15.0	35.0	20.0
4.0	30.0	75.0	50.0	80.0	23.0
6.0	44.0	60.0	30.0	65.0	21.0
9.0	65.0	25.0	10.0	30.0	18.0
10.0	72.0	40.0	20.0	45.0	26.0
11.0	79.0	55.0	30.0	57.0	29.0
12.0	86.0	48.0	25.0	52.0	32.0
13.0	93.0	52.0	25.0	55.0	34.0
14.0	100.0	51.0	25.0	55.0	37.0
3.0	23.8	65.0	25.0	75.0	22.0
4.0	29.3	48.0	25.0	60.0	22.0
4.5	32.0	75.0	25.0	80.0	20.0
6.0	40.3	52.0	25.0	70.0	25.0
6.5	43.0	85.0	30.0	95.0	22.0
7.0	45.8	100.0	35.0	100.0	35.0
8.0	51.3	85.0	35.0	90.0	32.0
8.5	54.0	80.0	30.0	90.0	42.0
9.0	56.8	77.0	35.0	80.0	43.0
9.5	59.5	95.0	25.0	80.0	55.0
15.0	90.5	80.0	30.0	65.0	43.0
14.0	83.5	75.0	30.0	60.0	32.0
